Date,Ingredients
2019-11," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,2 Tbsp. plus 1 ½ tsp. honey,1 1/2 cups mezcal,1/4 cup orange liqueur (preferably Pierre Ferrand Dry Curaçao),2 1/2 tsp. chocolate bitters, such asFee Brothers,8 orange twists,Mix honey and 2 Tbsp. boiling water in a quart-size jar. Stir to dissolve honey; let cool. Stir in mezcal, orange liqueur, bitters, and 1/2 cup plus 1 Tbsp. water. Seal and freeze at least 2 hours and up to 2 weeks.,To serve, turn jar gently to mix. Place ice in a rocks glass and pour in cocktail. Squeeze oils from orange twist over, rub peel around rim of glass, then garnish glass with peel.,The Love Industrial Complex is telling you to buy a dozen roses. We're telling you to buy mezcal instead.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,The best recipes for Thanksgiving turkey, stuffing, green beans, and more.,Make better cocktails at home by cracking open a bottle of mezcal.,Turn up the festivity factor at any holiday party with these Champagne punches, boozy riffs on hot chocolate, non-alcoholic sippers, and more.,While you're prepping for Thanksgiving, make an extra pie and invite everyone over."
2020-10," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,¾ oz (22 ml) London Dry gin,1½ oz (45 ml) Cynar,1½ oz (45 ml) Fino sherry,Orange twist, to garnish,Combine all the ingredients in a chilled rocks glass. Add one large ice cube and stir for 10 seconds. Garnish with an orange twist.,Reprinted fromSpirited: Cocktails from Around the World, by Adrienne Stillman. © 2020 Phaidon Press
Buy the full book fromAmazon.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,Whether you like your gin drinks bracing and boozy or light and refreshing, stirred or shaken, frozen or fizzy, there’s a recipe here for you.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,We’ve all been cooking comfort food.,It's time to start deploying the pumpkins.,This sherry and amaro drink is softer, richer, and just as easy to make."
2020-11," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,For the Cran-Rosemary Juice:,1 cupR.W. Knudsen Just Cranberry Juice(or other unsweetened 100% cranberry juice),2 Tbsp. sugar,2 rosemary sprigs,For the cocktail:,2½ oz. dry sparkling wine,1½ oz. Campari,1 oz. Cran-Rosemary Juice,Garnish: Rosemary sprig, torched if desired,To make Cran-Rosemary Juice, combine unsweetened cranberry juice, 2 Tbsp. water, and sugar in a small saucepan. Bring to a simmer over medium high heat, stirring to dissolve sugar, then immediately remove from heat. Add 2 rosemary sprigs and let steep 4 minutes. Strain into a liquid measuring cup or 12-ounce resealable jar. Let cool to room temperature and use immediately, or seal and refrigerate up to 2 weeks.,To make the cocktail, add sparkling wine to a Collins glass, being careful to let fizz settle to get an accurate measurement. Add Campari and Cran-Rosemary Juice, then fill with ice. If you’d like to torch the rosemary sprig, hold it next to the burner of a gas stove or near a match for a few seconds, just to warm a bit. Give the cocktail a very brief, gentle stir, then garnish with rosemary.,Got a bottle of Campari and not sure how to use it? You've come to the right place.,It's time to pop some bottles.,Cranberry sauce is a classic Thanksgiving side dish, but there's more than one way to spotlight those tart little orbs (or cans if that's the way you go) and these recipes for fresh, frozen, and canned cranberries prove it.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,If, for you, the best part of Thanksgiving is the tang of cranberry sauce, this super-easy, super-tart Campari-laced drink is for you."
2020-10," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,3 oz. Grand Marnier,1 oz. Amaro Averna,Small pat salted butter (about ½ teaspoon),1 cup hot apple cider,1½ to 3 tsp. fresh lemon juice (to taste, depending on the sweetness of your cider),Garnish: freshly ground pink peppercorns, plus 2 lemon wheels (optional),Add3 oz. Grand Marnier,1 oz. Amaro Averna, and asmall pat of salted butterto a 16-ounce travel mug or large heatproof measuring cup. Add1 cup hot apple ciderand stir until butter melts.,Add1½ tsp. fresh lemon juiceand taste for sweetness, adding additional if needed. If serving in travel mug, garnish withground pink peppercornsand seal. If serving in mugs, divide drink between two warmed mugs and garnish each with apink peppercorn-dusted lemon wheel.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,We’re also thinking it might be a good idea to eat a vegetable.,2020 is the year to move beyond the basic hot toddy."
2019-11," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 cup rye whiskey,¾ cup Campari,¾ cup sweet vermouth, such as Carpano Antica,½ cup scotch,8 orange twists,Combine rye, Campari, vermouth, scotch, and ½ cup plus 1 Tbsp. water in a quart-size jar. Seal and freeze at least 2 hours and up to 2 weeks.,To serve, gently turn jar to mix. Place ice in a rocks glass and pour in cocktail. Squeeze oils from orange twist over, rub peel around rim of glass, then garnish glass with peel.,Got a bottle of Campari and not sure how to use it? You've come to the right place.,No matter your skill level or available time, these simple recipes will help you pull off the meal of the year.,There are many, many ways to enjoy whiskey season.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,Make dad drinks, not dad jokes.,Turn up the festivity factor at any holiday party with these Champagne punches, boozy riffs on hot chocolate, non-alcoholic sippers, and more.,There are an infinite number of drinks you can shake or stir with ice. Why can’t the same be true of hot cocktails?,Because an autumnal palette of yellow, orange, and red makes us feel cozy."
2021-08," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,For a crowd:,12 ounces [360 ml] amaro, chilled,12 ounces [360 ml] sweet vermouth, chilled,6 to 8 dashes Angostura bitters,4 lemon peels,Sparkling water, chilled, for topping,For a party of 1:,2 ounces [60 ml] amaro, chilled,2 ounces [60 ml] sweet vermouth, chilled,2 dashes Angostura bitters,Sparkling water, for topping,Lemon peel,In a punch bowl or pitcher, combine the amaro, sweet vermouth, and bitters. Working one by one, hold the lemon peels by their long edges with the peel facing down into the bowl. Pinch the peel to express the citrus oils and drop the peel into the bowl. Serve in ice-filled punch or lowball glasses and top each drink with sparkling water just before serving.,In an ice-filled punch or lowball glass, combine the amaro, sweet vermouth, and bitters. Top with sparkling water. Hold the lemon peel by its long edges with the peel facing down into the glass. Pinch the peel to express the citrus oils, drop the peel into the glass, and serve.,Excerpted with permission fromÀ Table: Recipes for Cooking and Eating the French Way© 2021 by Rebekah Peppler. Reprinted with permission by Chronicle Books.
Buy the full book fromChronicle Books,Amazon, orBookshop.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,When you want to gather on a weeknight, you could absolutely order in. Or, you could make a fancy-ish dinner that’s even easier than figuring out what kind of pizza everyone is into."
2020-12," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,For the ginger-honey syrup:,½ cup roughly chopped peeled ginger (70 g / 2½ oz.),½ cup honey,For the cocktail:,1½ oz. blended Scotch,¾ oz. fresh lemon juice,¾ oz. Ginger-Honey Syrup,2 oz. chilled sparkling wine,To serve:,½ tsp. smoky Scotch, such as Laphroaig,Lemon twist and candied ginger on a pick,Combine ginger and ½ cup water in a blender and blend until smooth, about 1 minute. Strain through a fine-mesh strainer into a liquid measuring cup, pressing on solids to extract juice. Pour ½ cup of the ginger juice into a large resealable jar and stir in honey. (If you’d like to tone down the ginger a bit, add additional ¼ cup honey and ¼ cup water.) Seal jar tightly and shake until honey is completely dissolved (or rinse out blender and blend ginger juice and honey together to mix.) Makes enough for 10 cocktails. Syrup will keep 2 weeks in the refrigerator; shake well before using.,Combine blended Scotch, lemon juice, and Ginger-Honey Syrup in a cocktail shaker. Fill with ice and shake until well chilled. Add sparkling wine to a flute glass, then strain cocktail into glass. Gently float smoky Scotch on top of drink. Garnish with lemon twist and candied ginger.,It's time to pop some bottles.,There are many, many ways to enjoy whiskey season.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,Pucker up—these recipes put lemon front and center.,The spicy, honey-sweetened Penicillin gets the Royale treatment."
2020-11," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,For the Fig-Infused Honey Syrup,2 Tbsp. honey,4 dried figs, halved,For the Cocktail,1 oz. bourbon,¾ oz. dry riesling,½ oz. St-Germain Elderflower liqueur,½ oz. apple cider,½ oz. fresh lemon juice,¼ oz. Fig-Infused Honey Syrup,Garnish: Apple slice or dehydrated apple slice,To make the fig-infused honey syrup, warm honey, dried figs, and ½ cup water in a small saucepan over medium-low heat, stirring to completely dissolve honey. Keep warm 10 minutes, lowering heat if needed to avoid coming to a simmer. Do not let boil. Remove from heat, let cool, covered, 10 minutes. Pour fig mixture into a blender and blend until smooth, about 1 minute. Strain through a fine-mesh strainer into a resealable jar. Makes enough syrup for about 10 drinks; store refrigerated for up to 2 weeks.,To make the cocktail, add bourbon, riesling, St-Germain, apple cider, lemon juice, and fig-infused honey syrup to a cocktail shaker and fill with ice. Shake until well chilled, about 15 seconds. Strain into a stemmed cocktail glass, coupe, or small wine glass. Garnish with apple slice (or dehydrated apple slice) and serve up.,There are many, many ways to enjoy whiskey season.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,The best recipes for Thanksgiving turkey, stuffing, green beans, and more.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,These classics—and new drinks—will keep you warm all winter.,Riesling meets apple cider and bourbon in a sophisticated cocktail that goes well with turkey, stuffing, and more."
2021-02," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,2 oz. bourbon,¾ oz. fresh grapefruit juice,½ oz. honey syrup (1:1, see headnote),Garnish: Grapefruit twist,Combine bourbon, grapefruit juice, and honey syrup in a cocktail shaker and fill with ice. Shake until well chilled, about 20 seconds. Strain into a chilled stemmed cocktail glass. Pinch grapefruit twist over top of glass to express oils and add twist to drink.,There are many, many ways to enjoy whiskey season.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday."
2020-10," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,Turmeric Syrup,¼ cup granulated sugar,¾ tsp. ground turmeric,Hot Toddy,1 ½ oz. Amontillado sherry,1 oz. bourbon, aged rum, Scotch, mezcal, or gin,1 oz. Turmeric Syrup,½ oz. fresh lemon juice,Garnish: Dehydrated lemon wheel (optional),For the turmeric syrup, combine½ cup hot water and ¼ cup sugarin a liquid measuring cup or mason jar. Add¾ tsp. ground turmericand stir—or seal and shake—until sugar is completely dissolved. (This makes enough syrup for 4 drinks. Syrup can be used immediately or refrigerated, covered, up to 10 days. Shake or stir before using to reincorporate turmeric.),For the toddy, combine1 ½ oz. Amontillado sherry,1 oz. bourbon (or other spirit of choice),1 oz. Turmeric Syrup, and½ oz. fresh lemon juicein a sturdy pint glass or 16-ounce thermos. Top with8 oz. hot waterand stir gently. Garnish withdehydrated lemon wheelif desired.,There are many, many ways to enjoy whiskey season.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,Whether you like your gin drinks bracing and boozy or light and refreshing, stirred or shaken, frozen or fizzy, there’s a recipe here for you.,These recipes for spiked hot chocolate, crowd-pleasing punches, festive Champagne cocktails, and more will bring the holiday spirit.,These classics—and new drinks—will keep you warm all winter.,Unwind and recharge with a warming turmeric cocktail, a cream cheese–studded cake, or a silky lamb stew.,2020 is the year to move beyond the basic hot toddy."
